"country","date","year","sovereign_yield","mps_shock_ois2y","gov_debt_gdp","hh_held_gov_debt_gdp","hh_debt_to_gov_debt"
"EU27_2020",2015-12-01,2015,1.4,11.57,NA,NA,NA
"EU27_2020",2016-01-01,2016,1.36,-4.24,NA,NA,NA
"EU27_2020",2016-02-01,2016,1.25,NA,NA,NA,NA
"EU27_2020",2016-03-01,2016,1.14,6.3,NA,NA,NA
"EU27_2020",2016-04-01,2016,1.14,0.1,NA,NA,NA
"EU27_2020",2016-05-01,2016,1.14,NA,NA,NA,NA
"EU27_2020",2016-06-01,2016,1.06,-0.4,NA,NA,NA
"EU27_2020",2016-07-01,2016,0.85,0.4,NA,NA,NA
"EU27_2020",2016-08-01,2016,0.8,NA,NA,NA,NA
"EU27_2020",2016-09-01,2016,0.85,1.735,NA,NA,NA
"EU27_2020",2016-10-01,2016,0.95,-0.4,NA,NA,NA
"EU27_2020",2016-11-01,2016,1.23,NA,NA,NA,NA
"EU27_2020",2016-12-01,2016,1.28,1.02,NA,NA,NA
"EU27_2020",2017-01-01,2017,1.33,-0.374999999999998,NA,NA,NA
"EU27_2020",2017-02-01,2017,1.47,NA,NA,NA,NA
"EU27_2020",2017-03-01,2017,1.49,2,NA,NA,NA
"EU27_2020",2017-04-01,2017,1.37,-0.914999999999999,NA,NA,NA
"EU27_2020",2017-05-01,2017,1.34,NA,NA,NA,NA
"EU27_2020",2017-06-01,2017,1.23,-0.760000944137573,NA,NA,NA
"EU27_2020",2017-07-01,2017,1.39,-0.730001926422119,NA,NA,NA
"EU27_2020",2017-08-01,2017,1.29,NA,NA,NA,NA
"EU27_2020",2017-09-01,2017,1.28,0.65000057220459,NA,NA,NA
"EU27_2020",2017-10-01,2017,1.33,-0.510001182556152,NA,NA,NA
"EU27_2020",2017-11-01,2017,1.22,NA,NA,NA,NA
"EU27_2020",2017-12-01,2017,1.17,0.0299990177154541,NA,NA,NA
"EU27_2020",2018-01-01,2018,1.3,0.580000877380371,NA,NA,NA
"EU27_2020",2018-02-01,2018,1.45,NA,NA,NA,NA
"EU27_2020",2018-03-01,2018,1.33,-0.0349998474121094,NA,NA,NA
"EU27_2020",2018-04-01,2018,1.25,-0.534999370574951,NA,NA,NA
"EU27_2020",2018-05-01,2018,1.35,NA,NA,NA,NA
"EU27_2020",2018-06-01,2018,1.39,-2.86000072956085,NA,NA,NA
"EU27_2020",2018-07-01,2018,1.32,-0.485000014305115,NA,NA,NA
"EU27_2020",2018-08-01,2018,1.4,NA,NA,NA,NA
"EU27_2020",2018-09-01,2018,1.43,-0.420001149177551,NA,NA,NA
"EU27_2020",2018-10-01,2018,1.55,-0.169999897480011,NA,NA,NA
"EU27_2020",2018-11-01,2018,1.48,NA,NA,NA,NA
"EU27_2020",2018-12-01,2018,1.32,-0.690001249313354,NA,NA,NA
"EU27_2020",2019-01-01,2019,1.26,-0.619998574256897,NA,NA,NA
"EU27_2020",2019-02-01,2019,1.19,NA,NA,NA,NA
"EU27_2020",2019-03-01,2019,1.12,-2.15000212192535,NA,NA,NA
"EU27_2020",2019-04-01,2019,1.06,-1.69999897480011,NA,NA,NA
"EU27_2020",2019-05-01,2019,0.99,NA,NA,NA,NA
"EU27_2020",2019-06-01,2019,0.72,2.88499891757965,NA,NA,NA
"EU27_2020",2019-07-01,2019,0.52,1.905,NA,NA,NA
"EU27_2020",2019-08-01,2019,0.26,NA,NA,NA,NA
"EU27_2020",2019-09-01,2019,0.24,7.889998,NA,NA,NA
"EU27_2020",2019-10-01,2019,0.31,0.244999,NA,NA,NA
"EU27_2020",2019-11-01,2019,0.46,NA,NA,NA,NA
"EU27_2020",2019-12-01,2019,0.52,0.299999,NA,NA,NA
"EU27_2020",2020-01-01,2020,0.5,-1.04999840259552,NA,NA,NA
"EU27_2020",2020-02-01,2020,0.32,NA,NA,NA,NA
"EU27_2020",2020-03-01,2020,0.46,6.56000375747681,NA,NA,NA
"EU27_2020",2020-04-01,2020,0.58,-0.865000486373901,NA,NA,NA
"EU27_2020",2020-05-01,2020,0.49,NA,NA,NA,NA
"EU27_2020",2020-06-01,2020,0.4,-0.435000658035278,NA,NA,NA
"EU27_2020",2020-07-01,2020,0.29,-0.565004348754883,NA,NA,NA
"EU27_2020",2020-08-01,2020,0.25,NA,NA,NA,NA
"EU27_2020",2020-09-01,2020,0.22,-0.249999761581421,NA,NA,NA
"EU27_2020",2020-10-01,2020,0.12,-0.300002098083496,NA,NA,NA
"EU27_2020",2020-11-01,2020,0.08,NA,NA,NA,NA
"EU27_2020",2020-12-01,2020,0.06,1.38499736785889,NA,NA,NA
"EU27_2020",2021-01-01,2021,0.08,-0.195002555847168,NA,NA,NA
"EU27_2020",2021-02-01,2021,0.2,NA,NA,NA,NA
"EU27_2020",2021-03-01,2021,0.31,0.360000133514404,NA,NA,NA
"EU27_2020",2021-04-01,2021,0.36,-0.515002012252808,NA,NA,NA
"EU27_2020",2021-05-01,2021,0.5,NA,NA,NA,NA
"EU27_2020",2021-06-01,2021,0.44,-0.15999972820282,NA,NA,NA
"EU27_2020",2021-07-01,2021,0.31,-0.245001912117004,NA,NA,NA
"EU27_2020",2021-08-01,2021,0.24,NA,NA,NA,NA
"EU27_2020",2021-09-01,2021,0.4,-0.560000538825989,NA,NA,NA
"EU27_2020",2021-10-01,2021,0.63,-0.255000591278076,NA,NA,NA
"EU27_2020",2021-11-01,2021,0.64,NA,NA,NA,NA
"EU27_2020",2021-12-01,2021,0.63,-2.73999869823456,NA,NA,NA
"EU27_2020",2022-01-01,2022,0.93,NA,NA,NA,NA
"EU27_2020",2022-02-01,2022,1.24,9.40500013530254,NA,NA,NA
"EU27_2020",2022-03-01,2022,1.46,7.6000003144145,NA,NA,NA
"EU27_2020",2022-04-01,2022,2.01,-6.72000050544739,NA,NA,NA
"EU27_2020",2022-05-01,2022,2.38,NA,NA,NA,NA
"EU27_2020",2022-06-01,2022,2.92,8.86499881744385,NA,NA,NA
"EU27_2020",2022-07-01,2022,2.6,3.94999980926514,NA,NA,NA
"EU27_2020",2022-08-01,2022,2.46,NA,NA,NA,NA
"EU27_2020",2022-09-01,2022,3.16,7.24999904632568,NA,NA,NA
"EU27_2020",2022-10-01,2022,3.66,-17.17,NA,NA,NA
"EU27_2020",2022-11-01,2022,3.39,NA,NA,NA,NA
"EU27_2020",2022-12-01,2022,3.34,15.175,NA,NA,NA
"EU27_2020",2023-01-01,2023,3.33,NA,NA,NA,NA
"EU27_2020",2023-02-01,2023,3.51,-9.00001525878906,NA,NA,NA
"EU27_2020",2023-03-01,2023,3.54,4.94999885559082,NA,NA,NA
"EU27_2020",2023-04-01,2023,3.5,NA,NA,NA,NA
"EU27_2020",2023-05-01,2023,3.47,-6.85000419616699,NA,NA,NA
"EU27_2020",2023-06-01,2023,3.42,-0.830006599426269,NA,NA,NA
"EU27_2020",2023-07-01,2023,3.47,-4.70001697540283,NA,NA,NA
"EU27_2020",2023-08-01,2023,3.56,NA,NA,NA,NA
"EU27_2020",2023-09-01,2023,3.72,-0.300002098083496,NA,NA,NA
"EU27_2020",2023-10-01,2023,3.91,-5.83500862121582,NA,NA,NA
"EU27_2020",2023-11-01,2023,3.62,NA,NA,NA,NA
"EU27_2020",2023-12-01,2023,3.11,4.79497909545898,NA,NA,NA
"EU27_2020",2024-01-01,2024,3.15,-9.20498371124268,NA,NA,NA
"EU27_2020",2024-02-01,2024,3.26,NA,NA,NA,NA
"EU27_2020",2024-03-01,2024,3.23,-2.60999202728271,NA,NA,NA
"EU27_2020",2024-04-01,2024,3.37,-1.0699987411499,NA,NA,NA
"EU27_2020",2024-05-01,2024,3.4,NA,NA,NA,NA
"EU27_2020",2024-06-01,2024,3.43,3.29499244689941,NA,NA,NA
"EU27_2020",2024-07-01,2024,3.38,-3.66499423980713,NA,NA,NA
"EU27_2020",2024-08-01,2024,3.17,NA,NA,NA,NA
"EU27_2020",2024-09-01,2024,3.12,0.785017013549805,NA,NA,NA
"EU27_2020",2024-10-01,2024,3.17,-3.29999923706055,NA,NA,NA
"EU27_2020",2024-11-01,2024,3.24,NA,NA,NA,NA
"EU27_2020",2024-12-01,2024,3.14,3.29999923706055,NA,NA,NA
"EU27_2020",2025-01-01,2025,3.42,-3.34997177124023,NA,NA,NA
"EU27_2020",2025-02-01,2025,3.32,NA,NA,NA,NA
"EU27_2020",2025-03-01,2025,3.57,5.75001239776611,NA,NA,NA
"EU27_2020",2025-04-01,2025,3.41,-10.5999946594238,NA,NA,NA
"EU27_2020",2025-05-01,2025,3.42,NA,NA,NA,NA
"EU27_2020",2025-06-01,2025,3.41,6.00000619888306,NA,NA,NA
"EU27_2020",2025-07-01,2025,3.46,4.10000085830688,NA,NA,NA
"EU27_2020",2025-08-01,2025,3.49,NA,NA,NA,NA
"EU27_2020",2025-09-01,2025,3.53,-3.12999486923218,NA,NA,NA
"EU27_2020",2025-10-01,2025,3.42457,-0.849997997283936,NA,NA,NA
"FI",1987-11-01,1987,10.46,NA,NA,NA,NA
"FI",1987-12-01,1987,10.35,NA,NA,NA,NA
"FI",1988-01-01,1988,10.48,NA,NA,NA,NA
"FI",1988-02-01,1988,9.92,NA,NA,NA,NA
"FI",1988-03-01,1988,10.02,NA,NA,NA,NA
"FI",1988-04-01,1988,9.96,NA,NA,NA,NA
"FI",1988-05-01,1988,10.34,NA,NA,NA,NA
"FI",1988-06-01,1988,10.29,NA,NA,NA,NA
"FI",1988-07-01,1988,10.56,NA,NA,NA,NA
"FI",1988-08-01,1988,10.72,NA,NA,NA,NA
"FI",1988-09-01,1988,10.63,NA,NA,NA,NA
"FI",1988-10-01,1988,10.63,NA,NA,NA,NA
"FI",1988-11-01,1988,11.59,NA,NA,NA,NA
"FI",1988-12-01,1988,11.55,NA,NA,NA,NA
"FI",1989-01-01,1989,11.6,NA,NA,NA,NA
"FI",1989-02-01,1989,11.74,NA,NA,NA,NA
"FI",1989-03-01,1989,11.75,NA,NA,NA,NA
"FI",1989-04-01,1989,11.77,NA,NA,NA,NA
"FI",1989-05-01,1989,11.82,NA,NA,NA,NA
"FI",1989-06-01,1989,12.34,NA,NA,NA,NA
"FI",1989-07-01,1989,12.09,NA,NA,NA,NA
"FI",1989-08-01,1989,11.91,NA,NA,NA,NA
"FI",1989-09-01,1989,12.2,NA,NA,NA,NA
"FI",1989-10-01,1989,12.37,NA,NA,NA,NA
"FI",1989-11-01,1989,12.57,NA,NA,NA,NA
"FI",1989-12-01,1989,12.91,NA,NA,NA,NA
"FI",1990-01-01,1990,12.68,NA,NA,NA,NA
"FI",1990-02-01,1990,12.68,NA,NA,NA,NA
"FI",1990-03-01,1990,13.16,NA,NA,NA,NA
"FI",1990-04-01,1990,13.44,NA,NA,NA,NA
"FI",1990-05-01,1990,13.1,NA,NA,NA,NA
"FI",1990-06-01,1990,13.41,NA,NA,NA,NA
"FI",1990-07-01,1990,13.4,NA,NA,NA,NA
"FI",1990-08-01,1990,13.4,NA,NA,NA,NA
"FI",1990-09-01,1990,13.49,NA,NA,NA,NA
"FI",1990-10-01,1990,13.7,NA,NA,NA,NA
"FI",1990-11-01,1990,13.74,NA,NA,NA,NA
"FI",1990-12-01,1990,13.35,NA,NA,NA,NA
"FI",1991-01-01,1991,13.02,NA,NA,NA,NA
"FI",1991-02-01,1991,12.63,NA,NA,NA,NA
"FI",1991-03-01,1991,12.5,NA,NA,NA,NA
"FI",1991-04-01,1991,12.19,NA,NA,NA,NA
"FI",1991-05-01,1991,11.31,NA,NA,NA,NA
"FI",1991-06-01,1991,11.04,NA,NA,NA,NA
"FI",1991-07-01,1991,11.15,NA,NA,NA,NA
"FI",1991-08-01,1991,11.06,NA,NA,NA,NA
"FI",1991-09-01,1991,11.01,NA,NA,NA,NA
"FI",1991-10-01,1991,10.8,NA,NA,NA,NA
"FI",1991-11-01,1991,11.35,NA,NA,NA,NA
"FI",1991-12-01,1991,12.06,NA,NA,NA,NA
"FI",1992-01-01,1992,11.76,NA,NA,NA,NA
"FI",1992-02-01,1992,11.18,NA,NA,NA,NA
"FI",1992-03-01,1992,11.24,NA,NA,NA,NA
"FI",1992-04-01,1992,11.86,NA,NA,NA,NA
"FI",1992-05-01,1992,11.82,NA,NA,NA,NA
"FI",1992-06-01,1992,12.19,NA,NA,NA,NA
"FI",1992-07-01,1992,12.11,NA,NA,NA,NA
"FI",1992-08-01,1992,12.92,NA,NA,NA,NA
"FI",1992-09-01,1992,13.53,NA,NA,NA,NA
"FI",1992-10-01,1992,12.03,NA,NA,NA,NA
"FI",1992-11-01,1992,12.04,NA,NA,NA,NA
"FI",1992-12-01,1992,10.99,NA,NA,NA,NA
"FI",1993-01-01,1993,10.92,NA,NA,NA,NA
"FI",1993-02-01,1993,10.27,NA,NA,NA,NA
"FI",1993-03-01,1993,9.87,NA,NA,NA,NA
"FI",1993-04-01,1993,9.77,NA,NA,NA,NA
"FI",1993-05-01,1993,9.46,NA,NA,NA,NA
"FI",1993-06-01,1993,9.06,NA,NA,NA,NA
"FI",1993-07-01,1993,8.6,NA,NA,NA,NA
"FI",1993-08-01,1993,7.87,NA,NA,NA,NA
"FI",1993-09-01,1993,7.99,NA,NA,NA,NA
"FI",1993-10-01,1993,7.67,NA,NA,NA,NA
"FI",1993-11-01,1993,7.39,NA,NA,NA,NA
"FI",1993-12-01,1993,7.03,NA,NA,NA,NA
"FI",1994-01-01,1994,6.54,NA,NA,NA,NA
"FI",1994-02-01,1994,6.58,NA,NA,NA,NA
"FI",1994-03-01,1994,7.45,NA,NA,NA,NA
"FI",1994-04-01,1994,8.29,NA,NA,NA,NA
"FI",1994-05-01,1994,8.52,NA,NA,NA,NA
"FI",1994-06-01,1994,9.53,NA,NA,NA,NA
"FI",1994-07-01,1994,9.89,NA,NA,NA,NA
"FI",1994-08-01,1994,10.59,NA,NA,NA,NA
"FI",1994-09-01,1994,10.53,NA,NA,NA,NA
"FI",1994-10-01,1994,10.08,NA,NA,NA,NA
"FI",1994-11-01,1994,10.23,NA,NA,NA,NA
"FI",1994-12-01,1994,10.21,NA,NA,NA,NA
"FI",1995-01-01,1995,10.24,NA,0.55205,0.22206,NA
"FI",1995-02-01,1995,10.22,NA,0.55205,0.22206,NA
"FI",1995-03-01,1995,10.18,NA,0.55205,0.22206,NA
"FI",1995-04-01,1995,9.42,NA,0.55205,0.22206,NA
"FI",1995-05-01,1995,8.84,NA,0.55205,0.22206,NA
"FI",1995-06-01,1995,8.7,NA,0.55205,0.22206,NA
"FI",1995-07-01,1995,8.74,NA,0.55205,0.22206,NA
"FI",1995-08-01,1995,8.34,NA,0.55205,0.22206,NA
"FI",1995-09-01,1995,7.98,NA,0.55205,0.22206,NA
"FI",1995-10-01,1995,7.95,NA,0.55205,0.22206,NA
"FI",1995-11-01,1995,7.52,NA,0.55205,0.22206,NA
"FI",1995-12-01,1995,7.38,NA,0.55205,0.22206,NA
"FI",1996-01-01,1996,7.03,NA,0.55363,0.20889,NA
"FI",1996-02-01,1996,7.67,NA,0.55363,0.20889,NA
"FI",1996-03-01,1996,7.71,NA,0.55363,0.20889,NA
"FI",1996-04-01,1996,7.47,NA,0.55363,0.20889,NA
"FI",1996-05-01,1996,7.36,NA,0.55363,0.20889,NA
"FI",1996-06-01,1996,7.21,NA,0.55363,0.20889,NA
"FI",1996-07-01,1996,7.07,NA,0.55363,0.20889,NA
"FI",1996-08-01,1996,7.16,NA,0.55363,0.20889,NA
"FI",1996-09-01,1996,6.92,NA,0.55363,0.20889,NA
"FI",1996-10-01,1996,6.51,NA,0.55363,0.20889,NA
"FI",1996-11-01,1996,6.47,NA,0.55363,0.20889,NA
"FI",1996-12-01,1996,6.34,NA,0.55363,0.20889,NA
"FI",1997-01-01,1997,6.14,NA,0.52236,0.1918,NA
"FI",1997-02-01,1997,5.91,NA,0.52236,0.1918,NA
"FI",1997-03-01,1997,6.12,NA,0.52236,0.1918,NA
"FI",1997-04-01,1997,6.36,NA,0.52236,0.1918,NA
"FI",1997-05-01,1997,6.16,NA,0.52236,0.1918,NA
"FI",1997-06-01,1997,6.09,NA,0.52236,0.1918,NA
"FI",1997-07-01,1997,5.86,NA,0.52236,0.1918,NA
"FI",1997-08-01,1997,5.9,NA,0.52236,0.1918,NA
"FI",1997-09-01,1997,5.83,NA,0.52236,0.1918,NA
"FI",1997-10-01,1997,5.75,NA,0.52236,0.1918,NA
"FI",1997-11-01,1997,5.79,NA,0.52236,0.1918,NA
"FI",1997-12-01,1997,5.58,NA,0.52236,0.1918,NA
"FI",1998-01-01,1998,5.3,NA,0.46845,0.16856,NA
"FI",1998-02-01,1998,5.16,NA,0.46845,0.16856,NA
"FI",1998-03-01,1998,5.04,NA,0.46845,0.16856,NA
"FI",1998-04-01,1998,5.01,NA,0.46845,0.16856,NA
"FI",1998-05-01,1998,5.08,NA,0.46845,0.16856,NA
"FI",1998-06-01,1998,4.95,NA,0.46845,0.16856,NA
"FI",1998-07-01,1998,4.86,NA,0.46845,0.16856,NA
"FI",1998-08-01,1998,4.68,NA,0.46845,0.16856,NA
"FI",1998-09-01,1998,4.45,NA,0.46845,0.16856,NA
"FI",1998-10-01,1998,4.45,NA,0.46845,0.16856,NA
"FI",1998-11-01,1998,4.41,NA,0.46845,0.16856,NA
"FI",1998-12-01,1998,4.06,NA,0.46845,0.16856,NA
"FI",1999-01-01,1999,3.91,0,0.44064,0.13459,0.702614379084967
"FI",1999-02-01,1999,4.04,0,0.44064,0.13459,0.702614379084967
"FI",1999-03-01,1999,4.26,0,0.44064,0.13459,0.702614379084967
"FI",1999-04-01,1999,4.07,0,0.44064,0.13459,0.702614379084967
"FI",1999-05-01,1999,4.24,0,0.44064,0.13459,0.702614379084967
"FI",1999-06-01,1999,4.58,0,0.44064,0.13459,0.702614379084967
"FI",1999-07-01,1999,4.92,0,0.44064,0.13459,0.702614379084967
"FI",1999-08-01,1999,5.15,0,0.44064,0.13459,0.702614379084967
"FI",1999-09-01,1999,5.32,0,0.44064,0.13459,0.702614379084967
"FI",1999-10-01,1999,5.56,0,0.44064,0.13459,0.702614379084967
"FI",1999-11-01,1999,5.27,0,0.44064,0.13459,0.702614379084967
"FI",1999-12-01,1999,5.37,0.200000000000067,0.44064,0.13459,0.702614379084967
"FI",2000-01-01,2000,5.75,-1.50000000000006,0.4514,0.18061,0.692069118298626
"FI",2000-02-01,2000,5.72,0.999999999999979,0.4514,0.18061,0.692069118298626
"FI",2000-03-01,2000,5.5,-5.50000000000007,0.4514,0.18061,0.692069118298626
"FI",2000-04-01,2000,5.46,-1.50000000000006,0.4514,0.18061,0.692069118298626
"FI",2000-05-01,2000,5.59,2.99999999999994,0.4514,0.18061,0.692069118298626
"FI",2000-06-01,2000,5.39,15.175,0.4514,0.18061,0.692069118298626
"FI",2000-07-01,2000,5.48,2.50000000000003,0.4514,0.18061,0.692069118298626
"FI",2000-08-01,2000,5.43,-1.99999999999996,0.4514,0.18061,0.692069118298626
"FI",2000-09-01,2000,5.49,-3.00000000000003,0.4514,0.18061,0.692069118298626
"FI",2000-10-01,2000,5.45,4,0.4514,0.18061,0.692069118298626
"FI",2000-11-01,2000,5.4,-9.20929998926567e-14,0.4514,0.18061,0.692069118298626
"FI",2000-12-01,2000,5.14,2.50000000000004,0.4514,0.18061,0.692069118298626
"FI",2001-01-01,2001,5.02,-0.999999999999979,0.43443,0.1573,0.732223833528992
"FI",2001-02-01,2001,5.02,0.300000000000011,0.43443,0.1573,0.732223833528992
"FI",2001-03-01,2001,4.94,6.49999999999995,0.43443,0.1573,0.732223833528992
"FI",2001-04-01,2001,5.1,14.5000000000001,0.43443,0.1573,0.732223833528992
"FI",2001-05-01,2001,5.29,-11.7,0.43443,0.1573,0.732223833528992
"FI",2001-06-01,2001,5.26,-1.19999999999996,0.43443,0.1573,0.732223833528992
"FI",2001-07-01,2001,5.27,0.300000000000011,0.43443,0.1573,0.732223833528992
"FI",2001-08-01,2001,5.06,-1.49999999999997,0.43443,0.1573,0.732223833528992
"FI",2001-09-01,2001,5.06,-9.55000000000003,0.43443,0.1573,0.732223833528992
"FI",2001-10-01,2001,4.83,5.99999999999996,0.43443,0.1573,0.732223833528992
"FI",2001-11-01,2001,4.69,5.80000000000003,0.43443,0.1573,0.732223833528992
"FI",2001-12-01,2001,4.98,6.99999999999998,0.43443,0.1573,0.732223833528992
"FI",2002-01-01,2002,5.05,-1.50000000000001,0.42642,0.11314,0.800853618498194
"FI",2002-02-01,2002,5.1,5.25000000000002,0.42642,0.11314,0.800853618498194
"FI",2002-03-01,2002,5.33,2.25,0.42642,0.11314,0.800853618498194
"FI",2002-04-01,2002,5.32,-2.69999999999993,0.42642,0.11314,0.800853618498194
"FI",2002-05-01,2002,5.4,7.74999999999997,0.42642,0.11314,0.800853618498194
"FI",2002-06-01,2002,5.26,1.79999999999998,0.42642,0.11314,0.800853618498194
"FI",2002-07-01,2002,5.1,-0.700000000000056,0.42642,0.11314,0.800853618498194
"FI",2002-08-01,2002,4.81,-0.999999999999979,0.42642,0.11314,0.800853618498194
"FI",2002-09-01,2002,4.61,-4.8,0.42642,0.11314,0.800853618498194
"FI",2002-10-01,2002,4.68,1.55000000000003,0.42642,0.11314,0.800853618498194
"FI",2002-11-01,2002,4.66,-3.95000000000003,0.42642,0.11314,0.800853618498194
"FI",2002-12-01,2002,4.45,2,0.42642,0.11314,0.800853618498194
"FI",2003-01-01,2003,4.26,3.2,0.45156,0.11826,0.831340242714147
"FI",2003-02-01,2003,4.05,0.499999999999989,0.45156,0.11826,0.831340242714147
"FI",2003-03-01,2003,4.09,-5.19999999999996,0.45156,0.11826,0.831340242714147
"FI",2003-04-01,2003,4.23,0.800000000000001,0.45156,0.11826,0.831340242714147
"FI",2003-05-01,2003,3.91,3.75000000000001,0.45156,0.11826,0.831340242714147
"FI",2003-06-01,2003,3.7,-9.75000000000001,0.45156,0.11826,0.831340242714147
"FI",2003-07-01,2003,4.01,-0.24999999999995,0.45156,0.11826,0.831340242714147
"FI",2003-08-01,2003,4.18,NA,0.45156,0.11826,0.831340242714147
"FI",2003-09-01,2003,4.2,-2.45000000000002,0.45156,0.11826,0.831340242714147
"FI",2003-10-01,2003,4.26,2.74999999999999,0.45156,0.11826,0.831340242714147
"FI",2003-11-01,2003,4.39,1.50000000000001,0.45156,0.11826,0.831340242714147
"FI",2003-12-01,2003,4.33,-3.6,0.45156,0.11826,0.831340242714147
"FI",2004-01-01,2004,4.16,-2.25,0.44938,0.09841,0.904802171881259
"FI",2004-02-01,2004,4.11,-2.30000000000001,0.44938,0.09841,0.904802171881259
"FI",2004-03-01,2004,3.92,4,0.44938,0.09841,0.904802171881259
"FI",2004-04-01,2004,4.1,7.49999999999997,0.44938,0.09841,0.904802171881259
"FI",2004-05-01,2004,4.25,2,0.44938,0.09841,0.904802171881259
"FI",2004-06-01,2004,4.48,-2,0.44938,0.09841,0.904802171881259
"FI",2004-07-01,2004,4.37,-0.249999999999995,0.44938,0.09841,0.904802171881259
"FI",2004-08-01,2004,4.21,0.249999999999995,0.44938,0.09841,0.904802171881259
"FI",2004-09-01,2004,4.14,1.54999999999999,0.44938,0.09841,0.904802171881259
"FI",2004-10-01,2004,4.01,-1.10000000000001,0.44938,0.09841,0.904802171881259
"FI",2004-11-01,2004,3.89,-0.249999999999995,0.44938,0.09841,0.904802171881259
"FI",2004-12-01,2004,3.68,3.39999999999998,0.44938,0.09841,0.904802171881259
"FI",2005-01-01,2005,3.6,-7.74999999999997,0.42144,0.10376,1.06586940015186
"FI",2005-02-01,2005,3.57,-0.949999999999962,0.42144,0.10376,1.06586940015186
"FI",2005-03-01,2005,3.72,-1.25000000000002,0.42144,0.10376,1.06586940015186
"FI",2005-04-01,2005,3.51,-3.29999999999999,0.42144,0.10376,1.06586940015186
"FI",2005-05-01,2005,3.33,0.700000000000012,0.42144,0.10376,1.06586940015186
"FI",2005-06-01,2005,3.16,1.70000000000003,0.42144,0.10376,1.06586940015186
"FI",2005-07-01,2005,3.18,4.19999999999998,0.42144,0.10376,1.06586940015186
"FI",2005-08-01,2005,3.21,-0.199999999999978,0.42144,0.10376,1.06586940015186
"FI",2005-09-01,2005,3.05,-2.65,0.42144,0.10376,1.06586940015186
"FI",2005-10-01,2005,3.19,-0.499999999999989,0.42144,0.10376,1.06586940015186
"FI",2005-11-01,2005,3.4,-0.199999999999978,0.42144,0.10376,1.06586940015186
"FI",2005-12-01,2005,3.3,-3.10000000000001,0.42144,0.10376,1.06586940015186
"FI",2006-01-01,2006,3.28,-3.70000000000004,0.40224,0.09813,1.19729514717582
"FI",2006-02-01,2006,3.44,0,0.40224,0.09813,1.19729514717582
"FI",2006-03-01,2006,3.62,4.19999999999998,0.40224,0.09813,1.19729514717582
"FI",2006-04-01,2006,3.88,-8.80000000000001,0.40224,0.09813,1.19729514717582
"FI",2006-05-01,2006,3.94,1.2,0.40224,0.09813,1.19729514717582
"FI",2006-06-01,2006,4.02,-1.25000000000002,0.40224,0.09813,1.19729514717582
"FI",2006-07-01,2006,4.07,3.09999999999997,0.40224,0.09813,1.19729514717582
"FI",2006-08-01,2006,3.94,3.45,0.40224,0.09813,1.19729514717582
"FI",2006-09-01,2006,3.8,NA,0.40224,0.09813,1.19729514717582
"FI",2006-10-01,2006,3.84,-0.500000000000034,0.40224,0.09813,1.19729514717582
"FI",2006-11-01,2006,3.75,0.550000000000006,0.40224,0.09813,1.19729514717582
"FI",2006-12-01,2006,3.82,3.85,0.40224,0.09813,1.19729514717582
"FI",2007-01-01,2007,4.05,-5.75000000000001,0.35999,0.08857,1.37031584210672
"FI",2007-02-01,2007,4.08,3.2,0.35999,0.08857,1.37031584210672
"FI",2007-03-01,2007,3.98,0,0.35999,0.08857,1.37031584210672
"FI",2007-04-01,2007,4.2,-0.100000000000033,0.35999,0.08857,1.37031584210672
"FI",2007-05-01,2007,4.33,-1.85000000000004,0.35999,0.08857,1.37031584210672
"FI",2007-06-01,2007,4.62,-2.70000000000001,0.35999,0.08857,1.37031584210672
"FI",2007-07-01,2007,4.59,0.55000000000005,0.35999,0.08857,1.37031584210672
"FI",2007-08-01,2007,4.39,-0.549999999999962,0.35999,0.08857,1.37031584210672
"FI",2007-09-01,2007,4.34,-2.20000000000002,0.35999,0.08857,1.37031584210672
"FI",2007-10-01,2007,4.38,-1.29999999999999,0.35999,0.08857,1.37031584210672
"FI",2007-11-01,2007,4.22,-3.69999999999999,0.35999,0.08857,1.37031584210672
"FI",2007-12-01,2007,4.34,5.29999999999999,0.35999,0.08857,1.37031584210672
"FI",2008-01-01,2008,4.14,-3.00000000000003,0.34715,0.09026,1.47112199337462
"FI",2008-02-01,2008,4.06,-6.39999999999996,0.34715,0.09026,1.47112199337462
"FI",2008-03-01,2008,4,2.45000000000002,0.34715,0.09026,1.47112199337462
"FI",2008-04-01,2008,4.22,-2.15000000000001,0.34715,0.09026,1.47112199337462
"FI",2008-05-01,2008,4.47,-2.70000000000001,0.34715,0.09026,1.47112199337462
"FI",2008-06-01,2008,4.78,15.175,0.34715,0.09026,1.47112199337462
"FI",2008-07-01,2008,4.77,-17.17,0.34715,0.09026,1.47112199337462
"FI",2008-08-01,2008,4.47,-14.5,0.34715,0.09026,1.47112199337462
"FI",2008-09-01,2008,4.43,-0.199999999999978,0.34715,0.09026,1.47112199337462
"FI",2008-10-01,2008,4.33,-5.3,0.34715,0.09026,1.47112199337462
"FI",2008-11-01,2008,4.09,12.8,0.34715,0.09026,1.47112199337462
"FI",2008-12-01,2008,3.72,4.30000000000002,0.34715,0.09026,1.47112199337462
"FI",2009-01-01,2009,3.87,-0.600000000000001,0.4413,0.10376,1.29820983457965
"FI",2009-02-01,2009,3.93,-7.1,0.4413,0.10376,1.29820983457965
"FI",2009-03-01,2009,3.81,-0.800000000000001,0.4413,0.10376,1.29820983457965
